,Unnamed: 0,real,img,nr_result_x,nr_result_y,tag,color,x,y
1979,1979,-1.8484848484848484,1.787878787878788,-3.2367,3.3422,1,"(253, 219, 199)",19,79
1980,1980,-1.8484848484848484,1.8484848484848488,-3.2367,3.3422,1,"(253, 219, 199)",19,80
1981,1981,-1.8484848484848484,1.9090909090909087,-3.2367,3.3422,1,"(253, 219, 199)",19,81
1982,1982,-1.8484848484848484,1.9696969696969695,-3.2367,3.3422,1,"(253, 219, 199)",19,82
1983,1983,-1.8484848484848484,2.0303030303030303,-3.2367,3.3422,1,"(253, 219, 199)",19,83
1984,1984,-1.8484848484848484,2.090909090909091,-3.2367,3.3422,1,"(253, 219, 199)",19,84
1985,1985,-1.8484848484848484,2.1515151515151514,-3.2367,3.3422,1,"(253, 219, 199)",19,85
1986,1986,-1.8484848484848484,2.212121212121212,-3.2367,3.3422,1,"(253, 219, 199)",19,86
1987,1987,-1.8484848484848484,2.2727272727272725,-3.2367,3.3422,1,"(253, 219, 199)",19,87
1988,1988,-1.8484848484848484,2.333333333333334,-3.2367,3.3422,1,"(253, 219, 199)",19,88
1989,1989,-1.8484848484848484,2.3939393939393945,-3.2367,3.3422,1,"(253, 219, 199)",19,89
1990,1990,-1.8484848484848484,2.454545454545455,-3.2367,3.3422,1,"(253, 219, 199)",19,90
1991,1991,-1.8484848484848484,2.515151515151516,-3.2367,3.3422,1,"(253, 219, 199)",19,91
1992,1992,-1.8484848484848484,2.575757575757576,-3.2367,3.3422,1,"(253, 219, 199)",19,92
1993,1993,-1.8484848484848484,2.6363636363636367,-3.2367,3.3422,1,"(253, 219, 199)",19,93
1994,1994,-1.8484848484848484,2.696969696969697,-3.2367,3.3422,1,"(253, 219, 199)",19,94
1995,1995,-1.8484848484848484,2.757575757575758,-3.2367,3.3422,1,"(253, 219, 199)",19,95
1996,1996,-1.8484848484848484,2.8181818181818183,-3.2367,3.3422,1,"(253, 219, 199)",19,96
1997,1997,-1.8484848484848484,2.878787878787879,-3.2367,3.3422,1,"(253, 219, 199)",19,97
1998,1998,-1.8484848484848484,2.9393939393939394,-3.2367,3.3422,1,"(253, 219, 199)",19,98
1999,1999,-1.8484848484848484,3.0,-3.2367,3.3422,1,"(253, 219, 199)",19,99
2000,2000,-1.7878787878787878,-3.0,-3.2367,-3.3422,3,"(67, 147, 195)",20,0
2001,2001,-1.7878787878787878,-2.9393939393939394,-3.2367,-3.3422,3,"(67, 147, 195)",20,1
2002,2002,-1.7878787878787878,-2.878787878787879,-3.2367,-3.3422,3,"(67, 147, 195)",20,2
2003,2003,-1.7878787878787878,-2.8181818181818183,-3.2367,-3.3422,3,"(67, 147, 195)",20,3
2004,2004,-1.7878787878787878,-2.757575757575758,-3.2367,-3.3422,3,"(67, 147, 195)",20,4
2005,2005,-1.7878787878787878,-2.696969696969697,-3.2367,-3.3422,3,"(67, 147, 195)",20,5
2006,2006,-1.7878787878787878,-2.636363636363636,-3.2367,-3.3422,3,"(67, 147, 195)",20,6
2007,2007,-1.7878787878787878,-2.575757575757576,-3.2367,-3.3422,3,"(67, 147, 195)",20,7
2008,2008,-1.7878787878787878,-2.515151515151515,-3.2367,-3.3422,3,"(67, 147, 195)",20,8
2009,2009,-1.7878787878787878,-2.4545454545454546,-3.2367,-3.3422,3,"(67, 147, 195)",20,9
2010,2010,-1.7878787878787878,-2.393939393939394,-3.2367,-3.3422,3,"(67, 147, 195)",20,10
2011,2011,-1.7878787878787878,-2.333333333333333,-3.2367,-3.3422,3,"(67, 147, 195)",20,11
2012,2012,-1.7878787878787878,-2.2727272727272725,-3.2367,-3.3422,3,"(67, 147, 195)",20,12
2013,2013,-1.7878787878787878,-2.212121212121212,-3.2367,-3.3422,3,"(67, 147, 195)",20,13
2014,2014,-1.7878787878787878,-2.1515151515151514,-3.2367,-3.3422,3,"(67, 147, 195)",20,14
2015,2015,-1.7878787878787878,-2.090909090909091,-3.2367,-3.3422,3,"(67, 147, 195)",20,15
2016,2016,-1.7878787878787878,-2.0303030303030303,-3.2367,-3.3422,3,"(67, 147, 195)",20,16
2017,2017,-1.7878787878787878,-1.9696969696969695,-3.2367,-3.3422,3,"(67, 147, 195)",20,17
2018,2018,-1.7878787878787878,-1.9090909090909087,-3.2367,-3.3422,3,"(67, 147, 195)",20,18
2019,2019,-1.7878787878787878,-1.8484848484848484,-3.2367,-3.3422,3,"(67, 147, 195)",20,19
2020,2020,-1.7878787878787878,-1.7878787878787878,-3.2367,-3.3422,3,"(67, 147, 195)",20,20
2021,2021,-1.7878787878787878,-1.7272727272727273,-3.2367,-3.3422,3,"(67, 147, 195)",20,21
2022,2022,-1.7878787878787878,-1.6666666666666663,-3.2367,-3.3422,3,"(67, 147, 195)",20,22
2023,2023,-1.7878787878787878,-1.606060606060606,-3.2367,-3.3422,3,"(67, 147, 195)",20,23
2024,2024,-1.7878787878787878,-1.5454545454545454,-3.2367,-3.3422,3,"(67, 147, 195)",20,24
2025,2025,-1.7878787878787878,-1.4848484848484849,-3.2367,-3.3422,3,"(67, 147, 195)",20,25
2026,2026,-1.7878787878787878,-1.4242424242424243,-3.2367,-3.3422,3,"(67, 147, 195)",20,26
2027,2027,-1.7878787878787878,-1.3636363636363635,-3.2367,-3.3422,3,"(67, 147, 195)",20,27
2028,2028,-1.7878787878787878,-1.303030303030303,-3.2367,-3.3422,3,"(67, 147, 195)",20,28
2029,2029,-1.7878787878787878,-1.2424242424242424,-3.2367,-3.3422,3,"(67, 147, 195)",20,29
2030,2030,-1.7878787878787878,-1.1818181818181817,-3.2367,-3.3422,3,"(67, 147, 195)",20,30
2031,2031,-1.7878787878787878,-1.121212121212121,-3.2367,3.3422,1,"(253, 219, 199)",20,31
2032,2032,-1.7878787878787878,-1.0606060606060606,3.1653,3.3425,2,"(209, 229, 240)",20,32
2033,2033,-1.7878787878787878,-1.0,3.1653,-3.3425,0,"(214, 96, 77)",20,33
2034,2034,-1.7878787878787878,-0.9393939393939394,3.1653,-3.3425,0,"(214, 96, 77)",20,34
2035,2035,-1.7878787878787878,-0.8787878787878789,3.1653,-3.3425,0,"(214, 96, 77)",20,35
2036,2036,-1.7878787878787878,-0.8181818181818183,3.1653,-3.3425,0,"(214, 96, 77)",20,36
2037,2037,-1.7878787878787878,-0.7575757575757573,3.1653,-3.3425,0,"(214, 96, 77)",20,37
2038,2038,-1.7878787878787878,-0.6969696969696968,3.1653,-3.3425,0,"(214, 96, 77)",20,38
2039,2039,-1.7878787878787878,-0.6363636363636362,3.1653,-3.3425,0,"(214, 96, 77)",20,39
2040,2040,-1.7878787878787878,-0.5757575757575757,3.1653,-3.3425,0,"(214, 96, 77)",20,40
2041,2041,-1.7878787878787878,-0.5151515151515151,3.1653,-3.3425,0,"(214, 96, 77)",20,41
2042,2042,-1.7878787878787878,-0.4545454545454546,3.1653,-3.3425,0,"(214, 96, 77)",20,42
2043,2043,-1.7878787878787878,-0.393939393939394,3.1653,-3.3425,0,"(214, 96, 77)",20,43
2044,2044,-1.7878787878787878,-0.333333333333333,3.1653,-3.3425,0,"(214, 96, 77)",20,44
2045,2045,-1.7878787878787878,-0.2727272727272725,3.1653,-3.3425,0,"(214, 96, 77)",20,45
2046,2046,-1.7878787878787878,-0.2121212121212119,3.1653,-3.3425,0,"(214, 96, 77)",20,46
2047,2047,-1.7878787878787878,-0.1515151515151513,3.1653,-3.3425,0,"(214, 96, 77)",20,47
2048,2048,-1.7878787878787878,-0.0909090909090908,3.1653,-3.3425,0,"(214, 96, 77)",20,48
2049,2049,-1.7878787878787878,-0.0303030303030302,-3.2367,-3.3422,3,"(67, 147, 195)",20,49
2050,2050,-1.7878787878787878,0.0303030303030302,-3.2367,3.3422,1,"(253, 219, 199)",20,50
2051,2051,-1.7878787878787878,0.0909090909090908,3.1653,3.3425,2,"(209, 229, 240)",20,51
2052,2052,-1.7878787878787878,0.1515151515151513,3.1653,3.3425,2,"(209, 229, 240)",20,52
2053,2053,-1.7878787878787878,0.2121212121212123,3.1653,3.3425,2,"(209, 229, 240)",20,53
2054,2054,-1.7878787878787878,0.2727272727272729,3.1653,3.3425,2,"(209, 229, 240)",20,54
2055,2055,-1.7878787878787878,0.3333333333333335,3.1653,3.3425,2,"(209, 229, 240)",20,55
2056,2056,-1.7878787878787878,0.393939393939394,3.1653,3.3425,2,"(209, 229, 240)",20,56
2057,2057,-1.7878787878787878,0.4545454545454546,3.1653,3.3425,2,"(209, 229, 240)",20,57
2058,2058,-1.7878787878787878,0.5151515151515151,3.1653,3.3425,2,"(209, 229, 240)",20,58
2059,2059,-1.7878787878787878,0.5757575757575757,3.1653,3.3425,2,"(209, 229, 240)",20,59
2060,2060,-1.7878787878787878,0.6363636363636367,3.1653,3.3425,2,"(209, 229, 240)",20,60
2061,2061,-1.7878787878787878,0.6969696969696972,3.1653,3.3425,2,"(209, 229, 240)",20,61
2062,2062,-1.7878787878787878,0.7575757575757578,3.1653,3.3425,2,"(209, 229, 240)",20,62
2063,2063,-1.7878787878787878,0.8181818181818183,3.1653,3.3425,2,"(209, 229, 240)",20,63
2064,2064,-1.7878787878787878,0.8787878787878789,3.1653,3.3425,2,"(209, 229, 240)",20,64
2065,2065,-1.7878787878787878,0.9393939393939394,3.1653,3.3425,2,"(209, 229, 240)",20,65
2066,2066,-1.7878787878787878,1.0,3.1653,3.3425,2,"(209, 229, 240)",20,66
2067,2067,-1.7878787878787878,1.0606060606060606,3.1653,-3.3425,0,"(214, 96, 77)",20,67
2068,2068,-1.7878787878787878,1.121212121212121,-3.2367,-3.3422,3,"(67, 147, 195)",20,68
2069,2069,-1.7878787878787878,1.1818181818181817,-3.2367,3.3422,1,"(253, 219, 199)",20,69
2070,2070,-1.7878787878787878,1.2424242424242422,-3.2367,3.3422,1,"(253, 219, 199)",20,70
2071,2071,-1.7878787878787878,1.3030303030303028,-3.2367,3.3422,1,"(253, 219, 199)",20,71
2072,2072,-1.7878787878787878,1.363636363636363,-3.2367,3.3422,1,"(253, 219, 199)",20,72
2073,2073,-1.7878787878787878,1.4242424242424248,-3.2367,3.3422,1,"(253, 219, 199)",20,73
2074,2074,-1.7878787878787878,1.4848484848484853,-3.2367,3.3422,1,"(253, 219, 199)",20,74
2075,2075,-1.7878787878787878,1.545454545454546,-3.2367,3.3422,1,"(253, 219, 199)",20,75
2076,2076,-1.7878787878787878,1.6060606060606064,-3.2367,3.3422,1,"(253, 219, 199)",20,76
2077,2077,-1.7878787878787878,1.666666666666667,-3.2367,3.3422,1,"(253, 219, 199)",20,77
2078,2078,-1.7878787878787878,1.7272727272727275,-3.2367,3.3422,1,"(253, 219, 199)",20,78
2079,2079,-1.7878787878787878,1.787878787878788,-3.2367,3.3422,1,"(253, 219, 199)",20,79
2080,2080,-1.7878787878787878,1.8484848484848488,-3.2367,3.3422,1,"(253, 219, 199)",20,80
2081,2081,-1.7878787878787878,1.9090909090909087,-3.2367,3.3422,1,"(253, 219, 199)",20,81
2082,2082,-1.7878787878787878,1.9696969696969695,-3.2367,3.3422,1,"(253, 219, 199)",20,82
2083,2083,-1.7878787878787878,2.0303030303030303,-3.2367,3.3422,1,"(253, 219, 199)",20,83
2084,2084,-1.7878787878787878,2.090909090909091,-3.2367,3.3422,1,"(253, 219, 199)",20,84
2085,2085,-1.7878787878787878,2.1515151515151514,-3.2367,3.3422,1,"(253, 219, 199)",20,85
2086,2086,-1.7878787878787878,2.212121212121212,-3.2367,3.3422,1,"(253, 219, 199)",20,86
2087,2087,-1.7878787878787878,2.2727272727272725,-3.2367,3.3422,1,"(253, 219, 199)",20,87
2088,2088,-1.7878787878787878,2.333333333333334,-3.2367,3.3422,1,"(253, 219, 199)",20,88
2089,2089,-1.7878787878787878,2.3939393939393945,-3.2367,3.3422,1,"(253, 219, 199)",20,89
2090,2090,-1.7878787878787878,2.454545454545455,-3.2367,3.3422,1,"(253, 219, 199)",20,90
2091,2091,-1.7878787878787878,2.515151515151516,-3.2367,3.3422,1,"(253, 219, 199)",20,91
2092,2092,-1.7878787878787878,2.575757575757576,-3.2367,3.3422,1,"(253, 219, 199)",20,92
2093,2093,-1.7878787878787878,2.6363636363636367,-3.2367,3.3422,1,"(253, 219, 199)",20,93
2094,2094,-1.7878787878787878,2.696969696969697,-3.2367,3.3422,1,"(253, 219, 199)",20,94
2095,2095,-1.7878787878787878,2.757575757575758,-3.2367,3.3422,1,"(253, 219, 199)",20,95
2096,2096,-1.7878787878787878,2.8181818181818183,-3.2367,3.3422,1,"(253, 219, 199)",20,96
2097,2097,-1.7878787878787878,2.878787878787879,-3.2367,3.3422,1,"(253, 219, 199)",20,97
2098,2098,-1.7878787878787878,2.9393939393939394,-3.2367,3.3422,1,"(253, 219, 199)",20,98
2099,2099,-1.7878787878787878,3.0,-3.2367,3.3422,1,"(253, 219, 199)",20,99
2100,2100,-1.7272727272727273,-3.0,-3.2367,-3.3422,3,"(67, 147, 195)",21,0
2101,2101,-1.7272727272727273,-2.9393939393939394,-3.2367,-3.3422,3,"(67, 147, 195)",21,1
2102,2102,-1.7272727272727273,-2.878787878787879,-3.2367,-3.3422,3,"(67, 147, 195)",21,2
2103,2103,-1.7272727272727273,-2.8181818181818183,-3.2367,-3.3422,3,"(67, 147, 195)",21,3
2104,2104,-1.7272727272727273,-2.757575757575758,-3.2367,-3.3422,3,"(67, 147, 195)",21,4
2105,2105,-1.7272727272727273,-2.696969696969697,-3.2367,-3.3422,3,"(67, 147, 195)",21,5
2106,2106,-1.7272727272727273,-2.636363636363636,-3.2367,-3.3422,3,"(67, 147, 195)",21,6
2107,2107,-1.7272727272727273,-2.575757575757576,-3.2367,-3.3422,3,"(67, 147, 195)",21,7
2108,2108,-1.7272727272727273,-2.515151515151515,-3.2367,-3.3422,3,"(67, 147, 195)",21,8
2109,2109,-1.7272727272727273,-2.4545454545454546,-3.2367,-3.3422,3,"(67, 147, 195)",21,9
2110,2110,-1.7272727272727273,-2.393939393939394,-3.2367,-3.3422,3,"(67, 147, 195)",21,10
2111,2111,-1.7272727272727273,-2.333333333333333,-3.2367,-3.3422,3,"(67, 147, 195)",21,11
2112,2112,-1.7272727272727273,-2.2727272727272725,-3.2367,-3.3422,3,"(67, 147, 195)",21,12
2113,2113,-1.7272727272727273,-2.212121212121212,-3.2367,-3.3422,3,"(67, 147, 195)",21,13
2114,2114,-1.7272727272727273,-2.1515151515151514,-3.2367,-3.3422,3,"(67, 147, 195)",21,14
2115,2115,-1.7272727272727273,-2.090909090909091,-3.2367,-3.3422,3,"(67, 147, 195)",21,15
2116,2116,-1.7272727272727273,-2.0303030303030303,-3.2367,-3.3422,3,"(67, 147, 195)",21,16
2117,2117,-1.7272727272727273,-1.9696969696969695,-3.2367,-3.3422,3,"(67, 147, 195)",21,17
2118,2118,-1.7272727272727273,-1.9090909090909087,-3.2367,-3.3422,3,"(67, 147, 195)",21,18
2119,2119,-1.7272727272727273,-1.8484848484848484,-3.2367,-3.3422,3,"(67, 147, 195)",21,19
2120,2120,-1.7272727272727273,-1.7878787878787878,-3.2367,-3.3422,3,"(67, 147, 195)",21,20
2121,2121,-1.7272727272727273,-1.7272727272727273,-3.2367,-3.3422,3,"(67, 147, 195)",21,21
2122,2122,-1.7272727272727273,-1.6666666666666663,-3.2367,-3.3422,3,"(67, 147, 195)",21,22
2123,2123,-1.7272727272727273,-1.606060606060606,-3.2367,-3.3422,3,"(67, 147, 195)",21,23
2124,2124,-1.7272727272727273,-1.5454545454545454,-3.2367,-3.3422,3,"(67, 147, 195)",21,24
2125,2125,-1.7272727272727273,-1.4848484848484849,-3.2367,-3.3422,3,"(67, 147, 195)",21,25
2126,2126,-1.7272727272727273,-1.4242424242424243,-3.2367,-3.3422,3,"(67, 147, 195)",21,26
2127,2127,-1.7272727272727273,-1.3636363636363635,-3.2367,-3.3422,3,"(67, 147, 195)",21,27
2128,2128,-1.7272727272727273,-1.303030303030303,-3.2367,-3.3422,3,"(67, 147, 195)",21,28
2129,2129,-1.7272727272727273,-1.2424242424242424,-3.2367,-3.3422,3,"(67, 147, 195)",21,29
2130,2130,-1.7272727272727273,-1.1818181818181817,-3.2367,-3.3422,3,"(67, 147, 195)",21,30
2131,2131,-1.7272727272727273,-1.121212121212121,3.1653,3.3425,2,"(209, 229, 240)",21,31
2132,2132,-1.7272727272727273,-1.0606060606060606,3.1653,3.3425,2,"(209, 229, 240)",21,32
2133,2133,-1.7272727272727273,-1.0,-3.2367,-3.3422,3,"(67, 147, 195)",21,33
2134,2134,-1.7272727272727273,-0.9393939393939394,3.1653,-3.3425,0,"(214, 96, 77)",21,34
2135,2135,-1.7272727272727273,-0.8787878787878789,3.1653,-3.3425,0,"(214, 96, 77)",21,35
2136,2136,-1.7272727272727273,-0.8181818181818183,3.1653,-3.3425,0,"(214, 96, 77)",21,36
2137,2137,-1.7272727272727273,-0.7575757575757573,3.1653,-3.3425,0,"(214, 96, 77)",21,37
2138,2138,-1.7272727272727273,-0.6969696969696968,3.1653,-3.3425,0,"(214, 96, 77)",21,38
2139,2139,-1.7272727272727273,-0.6363636363636362,3.1653,-3.3425,0,"(214, 96, 77)",21,39
2140,2140,-1.7272727272727273,-0.5757575757575757,3.1653,-3.3425,0,"(214, 96, 77)",21,40
2141,2141,-1.7272727272727273,-0.5151515151515151,3.1653,-3.3425,0,"(214, 96, 77)",21,41
2142,2142,-1.7272727272727273,-0.4545454545454546,3.1653,-3.3425,0,"(214, 96, 77)",21,42
2143,2143,-1.7272727272727273,-0.393939393939394,3.1653,-3.3425,0,"(214, 96, 77)",21,43
2144,2144,-1.7272727272727273,-0.333333333333333,3.1653,-3.3425,0,"(214, 96, 77)",21,44
2145,2145,-1.7272727272727273,-0.2727272727272725,3.1653,-3.3425,0,"(214, 96, 77)",21,45
2146,2146,-1.7272727272727273,-0.2121212121212119,3.1653,-3.3425,0,"(214, 96, 77)",21,46
2147,2147,-1.7272727272727273,-0.1515151515151513,3.1653,-3.3425,0,"(214, 96, 77)",21,47
2148,2148,-1.7272727272727273,-0.0909090909090908,3.1653,-3.3425,0,"(214, 96, 77)",21,48
2149,2149,-1.7272727272727273,-0.0303030303030302,-3.2367,-3.3422,3,"(67, 147, 195)",21,49
2150,2150,-1.7272727272727273,0.0303030303030302,-3.2367,3.3422,1,"(253, 219, 199)",21,50
2151,2151,-1.7272727272727273,0.0909090909090908,3.1653,3.3425,2,"(209, 229, 240)",21,51
2152,2152,-1.7272727272727273,0.1515151515151513,3.1653,3.3425,2,"(209, 229, 240)",21,52
2153,2153,-1.7272727272727273,0.2121212121212123,3.1653,3.3425,2,"(209, 229, 240)",21,53
2154,2154,-1.7272727272727273,0.2727272727272729,3.1653,3.3425,2,"(209, 229, 240)",21,54
2155,2155,-1.7272727272727273,0.3333333333333335,3.1653,3.3425,2,"(209, 229, 240)",21,55
2156,2156,-1.7272727272727273,0.393939393939394,3.1653,3.3425,2,"(209, 229, 240)",21,56
2157,2157,-1.7272727272727273,0.4545454545454546,3.1653,3.3425,2,"(209, 229, 240)",21,57
2158,2158,-1.7272727272727273,0.5151515151515151,3.1653,3.3425,2,"(209, 229, 240)",21,58
2159,2159,-1.7272727272727273,0.5757575757575757,3.1653,3.3425,2,"(209, 229, 240)",21,59
2160,2160,-1.7272727272727273,0.6363636363636367,3.1653,3.3425,2,"(209, 229, 240)",21,60
2161,2161,-1.7272727272727273,0.6969696969696972,3.1653,3.3425,2,"(209, 229, 240)",21,61
2162,2162,-1.7272727272727273,0.7575757575757578,3.1653,3.3425,2,"(209, 229, 240)",21,62
2163,2163,-1.7272727272727273,0.8181818181818183,3.1653,3.3425,2,"(209, 229, 240)",21,63
2164,2164,-1.7272727272727273,0.8787878787878789,3.1653,3.3425,2,"(209, 229, 240)",21,64
2165,2165,-1.7272727272727273,0.9393939393939394,3.1653,3.3425,2,"(209, 229, 240)",21,65
2166,2166,-1.7272727272727273,1.0,-3.2367,3.3422,1,"(253, 219, 199)",21,66
2167,2167,-1.7272727272727273,1.0606060606060606,3.1653,-3.3425,0,"(214, 96, 77)",21,67
2168,2168,-1.7272727272727273,1.121212121212121,3.1653,-3.3425,0,"(214, 96, 77)",21,68
2169,2169,-1.7272727272727273,1.1818181818181817,-3.2367,3.3422,1,"(253, 219, 199)",21,69
2170,2170,-1.7272727272727273,1.2424242424242422,-3.2367,3.3422,1,"(253, 219, 199)",21,70
2171,2171,-1.7272727272727273,1.3030303030303028,-3.2367,3.3422,1,"(253, 219, 199)",21,71
2172,2172,-1.7272727272727273,1.363636363636363,-3.2367,3.3422,1,"(253, 219, 199)",21,72
2173,2173,-1.7272727272727273,1.4242424242424248,-3.2367,3.3422,1,"(253, 219, 199)",21,73
2174,2174,-1.7272727272727273,1.4848484848484853,-3.2367,3.3422,1,"(253, 219, 199)",21,74
2175,2175,-1.7272727272727273,1.545454545454546,-3.2367,3.3422,1,"(253, 219, 199)",21,75
2176,2176,-1.7272727272727273,1.6060606060606064,-3.2367,3.3422,1,"(253, 219, 199)",21,76
2177,2177,-1.7272727272727273,1.666666666666667,-3.2367,3.3422,1,"(253, 219, 199)",21,77
2178,2178,-1.7272727272727273,1.7272727272727275,-3.2367,3.3422,1,"(253, 219, 199)",21,78
2179,2179,-1.7272727272727273,1.787878787878788,-3.2367,3.3422,1,"(253, 219, 199)",21,79
2180,2180,-1.7272727272727273,1.8484848484848488,-3.2367,3.3422,1,"(253, 219, 199)",21,80
2181,2181,-1.7272727272727273,1.9090909090909087,-3.2367,3.3422,1,"(253, 219, 199)",21,81
2182,2182,-1.7272727272727273,1.9696969696969695,-3.2367,3.3422,1,"(253, 219, 199)",21,82
2183,2183,-1.7272727272727273,2.0303030303030303,-3.2367,3.3422,1,"(253, 219, 199)",21,83
2184,2184,-1.7272727272727273,2.090909090909091,-3.2367,3.3422,1,"(253, 219, 199)",21,84
2185,2185,-1.7272727272727273,2.1515151515151514,-3.2367,3.3422,1,"(253, 219, 199)",21,85
2186,2186,-1.7272727272727273,2.212121212121212,-3.2367,3.3422,1,"(253, 219, 199)",21,86
2187,2187,-1.7272727272727273,2.2727272727272725,-3.2367,3.3422,1,"(253, 219, 199)",21,87
2188,2188,-1.7272727272727273,2.333333333333334,-3.2367,3.3422,1,"(253, 219, 199)",21,88
2189,2189,-1.7272727272727273,2.3939393939393945,-3.2367,3.3422,1,"(253, 219, 199)",21,89
2190,2190,-1.7272727272727273,2.454545454545455,-3.2367,3.3422,1,"(253, 219, 199)",21,90
2191,2191,-1.7272727272727273,2.515151515151516,-3.2367,3.3422,1,"(253, 219, 199)",21,91
2192,2192,-1.7272727272727273,2.575757575757576,-3.2367,3.3422,1,"(253, 219, 199)",21,92
2193,2193,-1.7272727272727273,2.6363636363636367,-3.2367,3.3422,1,"(253, 219, 199)",21,93
2194,2194,-1.7272727272727273,2.696969696969697,-3.2367,3.3422,1,"(253, 219, 199)",21,94
2195,2195,-1.7272727272727273,2.757575757575758,-3.2367,3.3422,1,"(253, 219, 199)",21,95
2196,2196,-1.7272727272727273,2.8181818181818183,-3.2367,3.3422,1,"(253, 219, 199)",21,96
2197,2197,-1.7272727272727273,2.878787878787879,-3.2367,3.3422,1,"(253, 219, 199)",21,97
2198,2198,-1.7272727272727273,2.9393939393939394,-3.2367,3.3422,1,"(253, 219, 199)",21,98
2199,2199,-1.7272727272727273,3.0,-3.2367,3.3422,1,"(253, 219, 199)",21,99
2200,2200,-1.6666666666666663,-3.0,-3.2367,-3.3422,3,"(67, 147, 195)",22,0
2201,2201,-1.6666666666666663,-2.9393939393939394,-3.2367,-3.3422,3,"(67, 147, 195)",22,1
2202,2202,-1.6666666666666663,-2.878787878787879,-3.2367,-3.3422,3,"(67, 147, 195)",22,2
2203,2203,-1.6666666666666663,-2.8181818181818183,-3.2367,-3.3422,3,"(67, 147, 195)",22,3
2204,2204,-1.6666666666666663,-2.757575757575758,-3.2367,-3.3422,3,"(67, 147, 195)",22,4
2205,2205,-1.6666666666666663,-2.696969696969697,-3.2367,-3.3422,3,"(67, 147, 195)",22,5
2206,2206,-1.6666666666666663,-2.636363636363636,-3.2367,-3.3422,3,"(67, 147, 195)",22,6
2207,2207,-1.6666666666666663,-2.575757575757576,-3.2367,-3.3422,3,"(67, 147, 195)",22,7
2208,2208,-1.6666666666666663,-2.515151515151515,-3.2367,-3.3422,3,"(67, 147, 195)",22,8
2209,2209,-1.6666666666666663,-2.4545454545454546,-3.2367,-3.3422,3,"(67, 147, 195)",22,9
2210,2210,-1.6666666666666663,-2.393939393939394,-3.2367,-3.3422,3,"(67, 147, 195)",22,10
2211,2211,-1.6666666666666663,-2.333333333333333,-3.2367,-3.3422,3,"(67, 147, 195)",22,11
2212,2212,-1.6666666666666663,-2.2727272727272725,-3.2367,-3.3422,3,"(67, 147, 195)",22,12
2213,2213,-1.6666666666666663,-2.212121212121212,-3.2367,-3.3422,3,"(67, 147, 195)",22,13
2214,2214,-1.6666666666666663,-2.1515151515151514,-3.2367,-3.3422,3,"(67, 147, 195)",22,14
2215,2215,-1.6666666666666663,-2.090909090909091,-3.2367,-3.3422,3,"(67, 147, 195)",22,15
2216,2216,-1.6666666666666663,-2.0303030303030303,-3.2367,-3.3422,3,"(67, 147, 195)",22,16
2217,2217,-1.6666666666666663,-1.9696969696969695,-3.2367,-3.3422,3,"(67, 147, 195)",22,17
2218,2218,-1.6666666666666663,-1.9090909090909087,-3.2367,-3.3422,3,"(67, 147, 195)",22,18
2219,2219,-1.6666666666666663,-1.8484848484848484,-3.2367,-3.3422,3,"(67, 147, 195)",22,19
2220,2220,-1.6666666666666663,-1.7878787878787878,-3.2367,-3.3422,3,"(67, 147, 195)",22,20
2221,2221,-1.6666666666666663,-1.7272727272727273,-3.2367,-3.3422,3,"(67, 147, 195)",22,21
2222,2222,-1.6666666666666663,-1.6666666666666663,-3.2367,-3.3422,3,"(67, 147, 195)",22,22
2223,2223,-1.6666666666666663,-1.606060606060606,-3.2367,-3.3422,3,"(67, 147, 195)",22,23
2224,2224,-1.6666666666666663,-1.5454545454545454,-3.2367,-3.3422,3,"(67, 147, 195)",22,24
2225,2225,-1.6666666666666663,-1.4848484848484849,-3.2367,-3.3422,3,"(67, 147, 195)",22,25
2226,2226,-1.6666666666666663,-1.4242424242424243,-3.2367,-3.3422,3,"(67, 147, 195)",22,26
2227,2227,-1.6666666666666663,-1.3636363636363635,-3.2367,-3.3422,3,"(67, 147, 195)",22,27
2228,2228,-1.6666666666666663,-1.303030303030303,-3.2367,-3.3422,3,"(67, 147, 195)",22,28
2229,2229,-1.6666666666666663,-1.2424242424242424,-3.2367,-3.3422,3,"(67, 147, 195)",22,29
2230,2230,-1.6666666666666663,-1.1818181818181817,-3.2367,-3.3422,3,"(67, 147, 195)",22,30
2231,2231,-1.6666666666666663,-1.121212121212121,-3.2367,-3.3422,3,"(67, 147, 195)",22,31
2232,2232,-1.6666666666666663,-1.0606060606060606,-3.2367,-3.3422,3,"(67, 147, 195)",22,32
2233,2233,-1.6666666666666663,-1.0,3.1653,3.3425,2,"(209, 229, 240)",22,33
2234,2234,-1.6666666666666663,-0.9393939393939394,3.1653,-3.3425,0,"(214, 96, 77)",22,34
2235,2235,-1.6666666666666663,-0.8787878787878789,3.1653,-3.3425,0,"(214, 96, 77)",22,35
2236,2236,-1.6666666666666663,-0.8181818181818183,3.1653,-3.3425,0,"(214, 96, 77)",22,36
2237,2237,-1.6666666666666663,-0.7575757575757573,3.1653,-3.3425,0,"(214, 96, 77)",22,37
2238,2238,-1.6666666666666663,-0.6969696969696968,3.1653,-3.3425,0,"(214, 96, 77)",22,38
2239,2239,-1.6666666666666663,-0.6363636363636362,3.1653,-3.3425,0,"(214, 96, 77)",22,39
2240,2240,-1.6666666666666663,-0.5757575757575757,3.1653,-3.3425,0,"(214, 96, 77)",22,40
